"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"04/12/2016","AQS","060730001","1","4.8","ug/m3 LC","20","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/15/2016","AQS","060730001","1","10","ug/m3 LC","42","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/18/2016","AQS","060730001","1","6","ug/m3 LC","25","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/21/2016","AQS","060730001","1","7.2","ug/m3 LC","30","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/24/2016","AQS","060730001","1","9.1","ug/m3 LC","38","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/27/2016","AQS","060730001","1","11.4","ug/m3 LC","48","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"04/30/2016","AQS","060730001","1","7.3","ug/m3 LC","30","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"05/03/2016","AQS","060730001","1","12.6","ug/m3 LC","52","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"05/06/2016","AQS","060730001","1","3.5","ug/m3 LC","15","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"05/09/2016","AQS","060730001","1","2.8","ug/m3 LC","12","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"05/12/2016","AQS","060730001","1","8.4","ug/m3 LC","35","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"05/15/2016","AQS","060730001","1","4.6","ug/m3 LC","19","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"05/18/2016","AQS","060730001","1","7.5","ug/m3 LC","31","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"05/21/2016","AQS","060730001","1","3.9","ug/m3 LC","16","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"05/24/2016","AQS","060730001","1","2.3","ug/m3 LC","10","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"05/27/2016","AQS","060730001","1","8.1","ug/m3 LC","34","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"05/30/2016","AQS","060730001","1","6.2","ug/m3 LC","26","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"06/02/2016","AQS","060730001","1","10.3","ug/m3 LC","43","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"06/05/2016","AQS","060730001","1","7.5","ug/m3 LC","31","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"06/08/2016","AQS","060730001","1","5.5","ug/m3 LC","23","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"06/11/2016","AQS","060730001","1","3.6","ug/m3 LC","15","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"06/14/2016","AQS","060730001","1","7.5","ug/m3 LC","31","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"06/17/2016","AQS","060730001","1","20.2","ug/m3 LC","68","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"06/20/2016","AQS","060730001","1","14.7","ug/m3 LC","56","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"06/23/2016","AQS","060730001","1","11","ug/m3 LC","46","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"06/26/2016","AQS","060730001","1","10.3","ug/m3 LC","43","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"06/29/2016","AQS","060730001","1","10.1","ug/m3 LC","42","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"07/02/2016","AQS","060730001","1","8.3","ug/m3 LC","35","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"07/05/2016","AQS","060730001","1","4.4","ug/m3 LC","18","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"07/08/2016","AQS","060730001","1","7","ug/m3 LC","29","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"07/11/2016","AQS","060730001","1","12.2","ug/m3 LC","51","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"07/14/2016","AQS","060730001","1","11.5","ug/m3 LC","48","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"07/17/2016","AQS","060730001","1","7.5","ug/m3 LC","31","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"07/23/2016","AQS","060730001","1","12.4","ug/m3 LC","52","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"07/26/2016","AQS","060730001","1","11.2","ug/m3 LC","47","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"07/29/2016","AQS","060730001","1","8.7","ug/m3 LC","36","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"08/01/2016","AQS","060730001","1","5.9","ug/m3 LC","25","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"08/04/2016","AQS","060730001","1","9.2","ug/m3 LC","38","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"08/07/2016","AQS","060730001","1","9.7","ug/m3 LC","40","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"08/10/2016","AQS","060730001","1","10.9","ug/m3 LC","45","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"08/13/2016","AQS","060730001","1","8.5","ug/m3 LC","35","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"08/16/2016","AQS","060730001","1","11.4","ug/m3 LC","48","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"08/19/2016","AQS","060730001","1","8","ug/m3 LC","33","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"08/22/2016","AQS","060730001","1","8.9","ug/m3 LC","37","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"08/25/2016","AQS","060730001","1","10.2","ug/m3 LC","43","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"08/28/2016","AQS","060730001","1","8.7","ug/m3 LC","36","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"08/31/2016","AQS","060730001","1","13","ug/m3 LC","53","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"09/03/2016","AQS","060730001","1","9.2","ug/m3 LC","38","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"09/06/2016","AQS","060730001","1","11.9","ug/m3 LC","50","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"09/09/2016","AQS","060730001","1","10.8","ug/m3 LC","45","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"09/12/2016","AQS","060730001","1","6.7","ug/m3 LC","28","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"09/15/2016","AQS","060730001","1","8.5","ug/m3 LC","35","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"09/18/2016","AQS","060730001","1","13.5","ug/m3 LC","54","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"09/21/2016","AQS","060730001","1","9.5","ug/m3 LC","40","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"09/24/2016","AQS","060730001","1","13.5","ug/m3 LC","54","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"09/27/2016","AQS","060730001","1","8.9","ug/m3 LC","37","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"09/30/2016","AQS","060730001","1","10.3","ug/m3 LC","43","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"10/03/2016","AQS","060730001","1","8.5","ug/m3 LC","35","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"10/06/2016","AQS","060730001","1","8.5","ug/m3 LC","35","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"10/09/2016","AQS","060730001","1","9","ug/m3 LC","38","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"10/12/2016","AQS","060730001","1","5.2","ug/m3 LC","22","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"10/15/2016","AQS","060730001","1","6.4","ug/m3 LC","27","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"10/18/2016","AQS","060730001","1","6.1","ug/m3 LC","25","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"10/21/2016","AQS","060730001","1","8.4","ug/m3 LC","35","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"10/24/2016","AQS","060730001","1","9.9","ug/m3 LC","41","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"10/27/2016","AQS","060730001","1","13.1","ug/m3 LC","53","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"10/30/2016","AQS","060730001","1","4.9","ug/m3 LC","20","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"11/02/2016","AQS","060730001","1","7.3","ug/m3 LC","30","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"11/05/2016","AQS","060730001","1","14.9","ug/m3 LC","57","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"11/08/2016","AQS","060730001","1","15.1","ug/m3 LC","57","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"11/11/2016","AQS","060730001","1","7.2","ug/m3 LC","30","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"11/14/2016","AQS","060730001","1","8.7","ug/m3 LC","36","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"11/17/2016","AQS","060730001","1","9.8","ug/m3 LC","41","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"11/20/2016","AQS","060730001","1","9.5","ug/m3 LC","40","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"11/23/2016","AQS","060730001","1","8.8","ug/m3 LC","37","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"11/26/2016","AQS","060730001","1","7.5","ug/m3 LC","31","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"11/29/2016","AQS","060730001","1","4.9","ug/m3 LC","20","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"12/02/2016","AQS","060730001","1","7.9","ug/m3 LC","33","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"12/05/2016","AQS","060730001","1","17.9","ug/m3 LC","63","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"12/08/2016","AQS","060730001","1","15","ug/m3 LC","57","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"12/11/2016","AQS","060730001","1","4.1","ug/m3 LC","17","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"12/14/2016","AQS","060730001","1","15.1","ug/m3 LC","57","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"12/17/2016","AQS","060730001","1","8.9","ug/m3 LC","37","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"12/20/2016","AQS","060730001","1","7.4","ug/m3 LC","31","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"12/23/2016","AQS","060730001","1","4.8","ug/m3 LC","20","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"12/26/2016","AQS","060730001","1","10","ug/m3 LC","42","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"12/29/2016","AQS","060730001","1","7","ug/m3 LC","29","Chula Vista","1","100.0000","88101","PM2.5 - Local Conditions","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.6312420008573","-117.059088"
"01/01/2016","AQS","060731006","1","3.5","ug/m3 LC","15","Alpine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/02/2016","AQS","060731006","1","4.6","ug/m3 LC","19","Alpine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/03/2016","AQS","060731006","1","6","ug/m3 LC","25","Alpine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/04/2016","AQS","060731006","1","5.3","ug/m3 LC","22","Alpine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/05/2016","AQS","060731006","1","4.8","ug/m3 LC","20","Alpine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"01/06/2016","AQS","060731006","1","3.9","ug/m3 LC","16","Alpine","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
